ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-7EA8C246D2,U64654772,2025-07-30T10:00:37,10,Wednesday,21,female,RU,Уфа,free,2024-06-04,421,241,25,45,2,0,0,0,,Android,4.13.0,in_app_chat,ru,"Кнопка лайк перестала работать пару часов назад, экран не реагирует. Надеюсь на скорый ответ.","Здравствуйте! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",93,14,-0.562,low,138.4,0,4,bug
TW-9D5A21A2F6,U16914570,2025-09-14T17:41:14,17,Sunday,40,male,RU,Новосибирск,premium,2024-08-21,389,411,31,51,2,5,4,1,3.4,iOS,5.0.0,in_app_chat,ru,"Здравствуйте, уважаемая поддержка! Оплачивал через СБП, деньги ушли, в приложении ничего не изменилось.","Приветствуем! Передали платёж на проверку, ответим в течение суток.",103,13,0.0,medium,48.4,0,5,payment
TW-34B65FE81F,U77081984,2025-02-06T21:13:02,21,Thursday,29,male,RU,Новосибирск,premium,2024-12-11,57,373,42,83,3,0,4,3,4.2,iOS,5.0.1,in_app_chat,ru,"Добрый вечер, хочу сменить способ оплаты, но в настройках нет такой опции. Буду благодарен за помощь.",Добрый день! Сменить способ оплаты можно через настройки магазина приложений.,101,16,-1.0,high,12.0,1,2,payment
TW-6ED50E2F85,U46600013,2025-10-26T08:27:52,8,Sunday,27,male,RU,Воронеж,free,2025-06-16,132,72,6,28,3,0,0,0,,Web,4.13.2,in_app_chat,ru,"Добрый день, геолокация показыввает неправильный город, в настройках телефона всё верно. Жду ответа.","Приветствуем! Пришлите версию приложения и модель телефона, передадим разработчикам.",100,13,-0.445,low,270.9,0,3,bug
TW-9A659BEAAD,U51267060,2025-09-12T09:46:02,9,Friday,26,male,RU,Екатеринбург,free,2025-07-16,58,71,6,16,5,1,0,0,,Android,4.14.1,in_app_chat,ru,"добрый день. Заблокировали акккаунт за якобы фейк, но это моё фото. Буду ждать вашего решения.","Здравствуйте! Анкета принята на повторную модерацию, ожидайте до 24 часов.",94,15,-0.416,low,154.8,0,3,moderation
TW-A656F82156,U36452533,2025-06-22T10:56:44,10,Sunday,29,female,RU,Новосибирск,free,2025-05-02,51,8,1,13,5,0,1,1,4.7,iOS,4.14.0,telegram_bot,ru,"нужна помощь. Заблокировали аккаунт  за якобы фейк,но это моё фото.","Добрый день! Анкета принята на повторную модерацию, ожидайте до 24 часов.",67,10,-0.177,medium,45.5,0,5,moderation
TW-8FB1371D19,U78056935,2025-01-14T16:33:20,16,Tuesday,39,female,RU,Санкт-Петербург,free,2024-10-23,83,127,19,84,6,0,1,1,3.7,Web,4.15.0,in_app_chat,ru,"Хочу обратиться. Профиль скрыли из поиска, хотя правила я не нарушал","Добрый день! Ваша заявка в очереди, среднее время проверки до 48 часов.",68,11,-0.089,low,107.3,0,4,moderation
TW-52CFD340F0,U60101627,2025-11-24T11:52:50,11,Monday,27,male,RU,Самара,free,2023-07-19,859,377,31,47,0,0,0,1,2.2,Android,4.14.0,telegram_bot,ru,"здравствуйте, не проходит оплата картой МТС Банка, хотя на других сервисах всё ок.","Здравствуйте! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",82,13,-0.22,medium,13.4,0,5,payment
TW-BDBCDAE73E,U65995211,2026-01-23T17:16:21,17,Friday,21,male,RU,Казань,premium,2025-09-06,139,245,11,28,1,0,0,0,,Android,4.13.2,in_app_chat,ru,"Нужна помощь. Не могу отправить голосовое, кнопка не реагирует на нажатие.","Здравствуйте! Очистите кеш и перезагрузите устройство, это должно помочь.",74,11,-0.386,high,37.2,1,2,bug
TW-3023662436,U25474482,2025-10-20T07:00:18,7,Monday,24,female,RU,Казань,free,2025-03-27,207,154,16,61,2,0,0,2,1.9,Android,4.12.3,in_app_chat,ru,"Здравствуйте, саппорт. Не могу отправить голосвоое, кнопка не реагирует на нажатиие. Пишу уже не первый раз.","Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",108,16,-0.377,medium,103.0,0,5,bug
TW-90A6F065D7,U76899628,2025-06-06T03:36:28,3,Friday,18,male,RU,Красноярск,free,2024-09-17,262,73,8,33,0,0,2,0,,iOS,5.0.1,in_app_chat,ru,"здравствуйте, уважаемая поддержка! Возврат за годовую подписку, использовал только 2 недели. Заранее благодарю.",Здравствуйте! Возврат за использованный период подписки не предусмотрен.,111,13,-0.206,high,264.4,0,5,refund
TW-3813CED5E9,U41568682,2025-11-08T10:15:39,10,Saturday,20,male,RU,Краснодар,free,2025-04-04,218,324,37,224,4,0,0,2,4.8,Android,4.14.1,in_app_chat,ru,после обновления до 4.13.0 пропали пуш-уведомления о матчах.,"Добрый день! Обновите приложение до последней версии, в ней эта ошибка исправлена.",60,8,-0.566,low,223.2,0,5,bug
TW-538992C28C,U30660703,2025-10-26T04:48:50,4,Sunday,20,male,RU,Красноярск,premium,2025-10-17,9,12,0,8,0,2,1,2,3.4,Web,4.14.0,in_app_chat,ru,"Добрый вечер! Промокод WELCOME не применяется при покупке, что делать?","Приветствуем! Проверили ваш платёж, средства поступили, подписка активирована.",70,10,0.037,medium,34.3,0,4,payment
TW-A2D02BE33D,U70847341,2026-02-18T22:11:26,22,Wednesday,40,male,RU,Екатеринбург,free,2026-02-09,9,136,12,65,3,1,1,0,,Android,4.13.0,email,ru,"Здравствуйте! Списали 799 рублей за подписку премиум, но она не активировалась несколько минут назад.","Приветствуем! Проблема на стороне банка, рекомендуем попробовать другую карту.",101,14,-0.457,medium,75.4,0,4,payment
TW-C7D6E4AA72,U82993020,2025-12-01T11:53:00,11,Monday,27,female,RU,Москва,free,2025-01-07,328,55,3,17,4,1,0,3,3.9,iOS,4.12.3,in_app_chat,ru,хочу обратиться! Фильтры поиска сбрасываются  сами каждый раз при перезаходе. Буду ждать вашеог решения.,"Добрый день! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",104,14,-0.434,low,192.7,0,5,bug
TW-C2BA52CEB2,U83956876,2025-03-05T07:04:07,7,Wednesday,26,female,RU,Омск,free,2024-10-14,142,137,11,21,0,0,2,2,4.6,Android,4.14.0,in_app_chat,ru,"Нужна помощь. Случайно удалил профиль, можно ли его восстановить? Пишу уже не первый раз.","Добрый день! Для удаления аккаунта зайдите в Настройки, Профиль, Удалить аккаунт.",89,14,-0.0,low,24.1,0,3,account
TW-49A5D86A82,U94022218,2025-04-06T10:09:10,10,Sunday,30,female,RU,Санкт-Петербург,free,2025-02-24,41,189,14,70,4,0,0,1,5.0,Android,5.0.1,in_app_chat,ru,Хочу обратиться! Почему отклонили мою фотографию? На ней ничего запрещённого нет. Прошу ответить как можно скорее.,"Приветствуем! Фото отклонено, плохо видно лицо, загрузите более чёткое селфи.",114,16,-0.361,medium,109.5,0,4,moderation
TW-962E1E2575,U46613410,2025-02-25T05:18:11,5,Tuesday,39,male,RU,Новосибирск,free,2024-12-13,74,56,3,2,2,0,1,0,,Android,5.0.0,email,ru,"Оплачивал через СБП, деньги ушли, в приложении ничего не измениилось.","Приветствуем! Проблема на стороне банка, рекомендуем попробовать другую карту.",69,10,-0.53,medium,78.0,0,5,payment
TW-E53264BE70,U96405993,2026-02-16T13:02:12,13,Monday,26,female,RU,Саратов,free,2025-12-08,70,119,5,12,7,0,0,0,,iOS,4.12.3,in_app_chat,ru,Привет! Где  посмотреть историю платежей внутри приложения,Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,58,7,-0.396,high,45.4,0,4,payment
TW-E20470D6A4,U20792849,2025-05-28T23:04:15,23,Wednesday,25,male,RU,Москва,premium,2024-12-19,160,139,13,29,4,2,1,1,5.0,Android,4.15.0,in_app_chat,ru,"здравствуйте, саппорт. Не могу отправить голосовое, кнопка не реагирует на нажатие.","Здравствуйте! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",83,11,-0.093,high,12.0,0,5,bug
